제품코드,특정연령,특정연령단위,연령처리조건,상세정보
645304081,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
649803851,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
649805091,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
653100411,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
653102381,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
657802281,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
657802283,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
669800043,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
669804771,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
671805211,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
645103001,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
645302801,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
645304091,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
645304093,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
649803861,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
649805101,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
653102391,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
657802294,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
669800051,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
653103051,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
657805291,2,세 (3),미만 (1),"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨"
659901080,18,세 (3),미만 (1),안전성 및 유효성 미확립
659901120,18,세 (3),미만 (1),안전성 및 유효성 미확립
659901090,18,세 (3),미만 (1),안전성 및 유효성 미확립
642800250,15,세 (3),이하 (2),안전성 및 유효성 미확립
650001911,3,개월 (2),미만 (1),"안전성 및 유효성 미확립. 소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애 등이 나타나기 쉬우며, 치료 중 또는 치료중단 후 부신부전이 나타날 위험이 높음"
642201001,4,주 (1),미만 (1),안전성 및 유효성 미확립. 벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨
651200931,4,주 (1),미만 (1),안전성 및 유효성 미확립. 벤질알코올은 조숙아에서 치명적인 가쁜 호흡증상과 연관이 있는 것으로 보고됨
647800701,15,세 (3),미만 (1),
642902091,15,세 (3),미만 (1),
643500611,15,세 (3),미만 (1),
644600292,15,세 (3),미만 (1),
644801732,15,세 (3),미만 (1),
645601702,15,세 (3),미만 (1),
645902341,15,세 (3),미만 (1),
647300041,15,세 (3),미만 (1),
652105241,15,세 (3),미만 (1),
656001291,15,세 (3),미만 (1),
656700022,15,세 (3),미만 (1),
647800702,15,세 (3),미만 (1),
647800703,15,세 (3),미만 (1),
645601701,15,세 (3),미만 (1),
642902092,15,세 (3),미만 (1),
54300160,15,세 (3),미만 (1),
642902120,15,세 (3),미만 (1),
643800800,15,세 (3),미만 (1),
652105280,15,세 (3),미만 (1),
643800790,15,세 (3),미만 (1),
54300270,15,세 (3),미만 (1),
652105440,15,세 (3),미만 (1),
674400050,15,세 (3),미만 (1),
653400910,16,세 (3),이하 (2),안전성 및 유효성 미확립
57200121,2,세 (3),미만 (1),안전성 및 유효성 미확립
59000681,2,세 (3),미만 (1),안전성 및 유효성 미확립
645902651,2,세 (3),미만 (1),안전성 및 유효성 미확립
646002281,2,세 (3),미만 (1),안전성 및 유효성 미확립
647804481,2,세 (3),미만 (1),안전성 및 유효성 미확립
648102001,2,세 (3),미만 (1),안전성 및 유효성 미확립
648603951,2,세 (3),미만 (1),안전성 및 유효성 미확립
649602011,2,세 (3),미만 (1),안전성 및 유효성 미확립
649802851,2,세 (3),미만 (1),안전성 및 유효성 미확립
657200821,2,세 (3),미만 (1),안전성 및 유효성 미확립
657801801,2,세 (3),미만 (1),안전성 및 유효성 미확립
658603171,2,세 (3),미만 (1),안전성 및 유효성 미확립
665507731,2,세 (3),미만 (1),안전성 및 유효성 미확립
694800091,2,세 (3),미만 (1),안전성 및 유효성 미확립
55101040,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
57000320,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
57600150,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
59000750,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
73001410,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
622802180,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
625200620,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
628800150,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
628900090,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
640900260,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
641605650,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
641700130,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
642100260,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
642900250,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
643103770,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
643200110,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
643500540,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
643701070,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
644101270,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
645200570,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
645401470,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
645601660,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
645901240,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
646000430,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
646200110,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
646803130,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
647205110,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
647303690,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
648100470,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
648506360,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
649102240,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
649400410,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
649800460,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
651200250,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
651601790,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
652600630,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
652900310,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
653000420,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
653402580,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
654001570,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
656000190,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
657202460,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
657300510,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
657400900,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
657805030,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
658106420,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
658501710,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
658602800,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
660701110,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
661305490,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
661604410,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
661900300,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
662500740,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
669802320,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
669901050,18,세 (3),이하 (2),"1. 마크로라이드 불응성 마이코플라즈마 폐렴 소아환자에게 투여가능 : 마크로라이드계 항생제 투여 3일 후에도 증상이 개선되지 않는 소아[보건복지부 고시 제2023-252호(약제), ’23.12.20. 참고]2. 안전성 및 유효성 미확립, 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뻐연골증을 유발"
