제품코드,일일최대투여량,일일최대투여기준량,용량주의_상세내용
698504600,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
621804290,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
642803400,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
649606070,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
655602984,트라마돌염산염 400mg,400.0,
657804971,트라마돌염산염 400mg,400.0,
642102501,트라마돌염산염 400mg,400.0,
683100411,트라마돌염산염 400mg,400.0,
642300331,트라마돌염산염 400mg,400.0,
645601831,트라마돌염산염 400mg,400.0,
657804981,트라마돌염산염 400mg,400.0,
642102511,트라마돌염산염 400mg,400.0,
642802330,에스시탈로프람 20mg,20.0,
643305000,에스시탈로프람 20mg,20.0,
661900750,시클로벤자프린염산염 60mg,60.0,
669804370,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
669804370,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
655400780,노르트립틸린 150mg,150.0,
642905910,에제티미브 10mg/로수바스타틴 20mg,10.0,
650201710,"덱시부프로펜 1,200mg",1200.0,
662500610,"덱시부프로펜 1,200mg",1200.0,
651900600,벤즈트로핀메실산염 6mg,6.0,
657201020,벤즈트로핀메실산염 6mg,6.0,
657201030,벤즈트로핀메실산염 6mg,6.0,
648102570,에스시탈로프람 20mg,20.0,
643305040,에스시탈로프람 20mg,20.0,
644500910,알로푸리놀 800mg,800.0,
643901390,알로푸리놀 800mg,800.0,
653006720,에스조피클론 3mg,3.0,
653006710,에스조피클론 3mg,3.0,
653006730,에스조피클론 3mg,3.0,
642901160,로라제팜 10mg,10.0,
642901150,로라제팜 10mg,10.0,
678601070,"메트포르민염산염 2,550mg",2550.0,
665506981,세프트리악손 4g(역가),4000.0,
665003120,빌다글립틴 100mg,100.0,
650300040,"메트포르민염산염 2,550mg",2550.0,
645702760,프란루카스트수화물 450mg,450.0,
693901730,"레비티라세탐 3,000mg",3000.0,
652105320,"루피나미드 3,200mg",3200.0,
652105310,"루피나미드 3,200mg",3200.0,
627600150,프레가발린 600mg,600.0,
648506660,프레가발린 600mg,600.0,
645905340,프레가발린 600mg,600.0,
643303820,파록세틴 60mg,60.0,
649802510,"에토돌락 1,200mg",1200.0,
698003520,프레가발린 600mg,600.0,
693903330,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
654802030,프레가발린 600mg,600.0,
651203640,프레가발린 600mg,600.0,
621802540,프레가발린 600mg,600.0,
644003230,프레가발린 600mg,600.0,
654004040,프레가발린 600mg,600.0,
651503320,프레가발린 600mg,600.0,
643103430,프레가발린 600mg,600.0,
657305740,프레가발린 600mg,600.0,
653804710,프레가발린 600mg,600.0,
651300480,프레가발린 600mg,600.0,
653102560,프레가발린 600mg,600.0,
645403330,리스페리돈 16mg,16.0,
670607180,암로디핀 10mg,10.0,
642705540,암로디핀 10mg,10.0,
653804440,암로디핀 10mg,10.0,
648506570,암로디핀 10mg,10.0,
644003460,암로디핀 10mg,10.0,
644308300,암로디핀 10mg,10.0,
653100721,반코마이신 2g(역가),2.0,
648506670,프레가발린 600mg,600.0,
621802550,프레가발린 600mg,600.0,
644003220,프레가발린 600mg,600.0,
654004050,프레가발린 600mg,600.0,
651503640,프레가발린 600mg,600.0,
643103440,프레가발린 600mg,600.0,
653804720,프레가발린 600mg,600.0,
653102570,프레가발린 600mg,600.0,
698500011,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
657301791,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
653802381,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
645701161,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
670500661,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
649602071,페닐레프린염산염 60mg/클로르페니라민말레산염 24mg,60.0,
653804820,아테놀롤 100mg,100.0,
642001350,아테놀롤 100mg,100.0,
648101420,아테놀롤 100mg,100.0,
647801650,아테놀롤 100mg,100.0,
649600430,아테놀롤 100mg,100.0,
648601140,아테놀롤 100mg,100.0,
664900370,아테놀롤 100mg,100.0,
645400270,리스페리돈 16mg,16.0,
651904890,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
642802340,갈란타민 24mg,24.0,
694003530,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
653801360,아테놀롤 100mg,100.0,
642707060,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
649803030,아테놀롤 100mg,100.0,
654005620,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
629701211,트라마돌염산염 400mg,400.0,
651904140,트라조돈염산염 600mg,600.0,
643702360,트라조돈염산염 600mg,600.0,
651904060,트라조돈염산염 600mg,600.0,
643702370,트라조돈염산염 600mg,600.0,
641602140,"덱시부프로펜 1,200mg",1200.0,
661601030,"덱시부프로펜 1,200mg",1200.0,
653800060,"덱시부프로펜 1,200mg",1200.0,
693200630,"덱시부프로펜 1,200mg",1200.0,
653602530,세리티닙 450mg,450.0,
649507240,록소프로펜나트륨 180mg,180.0,
653800900,암로디핀 10mg,10.0,
648500920,암로디핀 10mg,10.0,
640902480,암로디핀 10mg,10.0,
657804700,암로디핀 10mg,10.0,
643100080,"덱시부프로펜 1,200mg",1200.0,
643101240,플루옥세틴 80mg,80.0,
643101250,플루옥세틴 80mg,80.0,
643802930,에스시탈로프람 20mg,20.0,
629700830,"덱시부프로펜 1,200mg",1200.0,
645604590,"덱시부프로펜 1,200mg",1200.0,
644300460,"덱시부프로펜 1,200mg",1200.0,
645900210,"덱시부프로펜 1,200mg",1200.0,
665500650,"덱시부프로펜 1,200mg",1200.0,
644800460,"덱시부프로펜 1,200mg",1200.0,
654300930,"덱시부프로펜 1,200mg",1200.0,
642800900,"덱시부프로펜 1,200mg",1200.0,
650201700,"덱시부프로펜 1,200mg",1200.0,
649401590,"덱시부프로펜 1,200mg",1200.0,
645102391,트라마돌염산염 400mg,400.0,
646203620,암로디핀 10mg,10.0,
649001500,암로디핀 10mg,10.0,
646001040,멜록시캄 15mg,15.0,
648100760,멜록시캄 15mg,15.0,
657301650,멜록시캄 15mg,15.0,
648104650,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
650300560,멜록시캄 15mg,15.0,
649600990,멜록시캄 15mg,15.0,
670600840,멜록시캄 15mg,15.0,
654000380,멜록시캄 15mg,15.0,
644001130,멜록시캄 15mg,15.0,
653802160,멜록시캄 15mg,15.0,
644003440,암로디핀 10mg,10.0,
660702550,암로디핀 10mg,10.0,
628800280,암로디핀 10mg,10.0,
652903340,암로디핀 10mg,10.0,
648602690,암로디핀 10mg,10.0,
642201700,"발프로산나트륨 3,000mg",3000.0,
647801720,"발프로산나트륨 3,000mg",3000.0,
645604540,멜록시캄 15mg,15.0,
661904380,리스페리돈 16mg,16.0,
628800370,로수바스타틴 20mg,20.0,
656003690,암로디핀 10mg,10.0,
643103760,암로디핀 10mg,10.0,
644305890,암로디핀 10mg,10.0,
52700440,암로디핀 10mg,10.0,
653800090,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
651902320,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
621800250,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
648601840,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
657200430,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
685900100,멜록시캄 15mg,15.0,
645304550,멜록시캄 15mg,15.0,
693902100,멜록시캄 15mg,15.0,
643500950,멜록시캄 15mg,15.0,
643300750,멜록시캄 15mg,15.0,
669804830,로수바스타틴 20mg,20.0,
649805500,발사르탄 320mg,320.0,
648203510,프레가발린 600mg,600.0,
661900590,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
649102290,로수바스타틴 20mg,20.0,
654300100,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
640900140,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
643301620,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350.0,
651203630,프레가발린 600mg,600.0,
657305750,프레가발린 600mg,600.0,
670603871,피록시캄 20mg,20.0,
663600361,피록시캄 20mg,20.0,
645901271,피록시캄 20mg,20.0,
665503221,피록시캄 20mg,20.0,
645102841,피록시캄 20mg,20.0,
643701210,멜록시캄 15mg,15.0,
650300570,멜록시캄 15mg,15.0,
657200870,할로페리돌 100mg,100.0,
651900970,할로페리돌 100mg,100.0,
657200900,할로페리돌 100mg,100.0,
651900980,할로페리돌 100mg,100.0,
657200910,할로페리돌 100mg,100.0,
651900990,할로페리돌 100mg,100.0,
651901000,할로페리돌 100mg,100.0,
657200880,할로페리돌 100mg,100.0,
657200890,할로페리돌 100mg,100.0,
651901010,할로페리돌 100mg,100.0,
649800051,날부핀염산염 160mg,160.0,
657802531,날부핀염산염 160mg,160.0,
671803570,플루옥세틴 80mg,80.0,
649400470,플루옥세틴 80mg,80.0,
649806430,로수바스타틴 20mg,20.0,
645100551,네오스티그민메틸황산염 5mg,5.0,
650500551,네오스티그민메틸황산염 5mg,5.0,
641803290,플루옥세틴 80mg,80.0,
669802050,플루옥세틴 80mg,80.0,
648100580,플루옥세틴 80mg,80.0,
671803560,플루옥세틴 80mg,80.0,
649602800,플루옥세틴 80mg,80.0,
653402930,록소프로펜나트륨 180mg,180.0,
642102570,클로르페니라민말레산염 24mg,24.0,
644800580,클레마스틴 2mg,2.0,
651300470,프레가발린 600mg,600.0,
649806400,로수바스타틴 20mg,20.0,
663605760,암로디핀 10mg,10.0,
693901620,암로디핀 10mg,10.0,
649507420,졸피뎀타르타르산염 10mg,10.0,
643102100,멜록시캄 15mg,15.0,
656001500,멜록시캄 15mg,15.0,
651501500,멜록시캄 15mg,15.0,
642104100,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000.0,
643506140,멜록시캄 15mg,15.0,
661901080,부스피론염산염 60mg,60.0,
661901070,부스피론염산염 60mg,60.0,
645905350,프레가발린 600mg,600.0,
645905570,로수바스타틴 20mg,20.0,
657805190,부스피론염산염 60mg,60.0,
655500670,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
693901690,암로디핀 10mg,10.0,
693901850,칸데사르탄실렉세틸 32mg,32.0,
693901860,칸데사르탄실렉세틸 32mg,32.0,
657200210,클로르디아제폭시드염산염 300mg,300.0,
657200200,클로르디아제폭시드염산염 300mg,300.0,
651900760,클로르프로마진염산염 1g,1000.0,
651900770,클로르프로마진염산염 1g,1000.0,
651900780,클로르프로마진염산염 1g,1000.0,
648103090,발사르탄 320mg,320.0,
645104361,리도카인염산염 300mg,300.0,
642103180,로피니롤 24mg,24.0,
642904790,올메사르탄메독소밀 40mg,40.0,
669800890,록소프로펜나트륨 180mg,180.0,
653005060,록소프로펜나트륨 180mg,180.0,
649806570,록소프로펜나트륨 180mg,180.0,
665501480,록소프로펜나트륨 180mg,180.0,
660700740,록소프로펜나트륨 180mg,180.0,
649404640,록소프로펜나트륨 180mg,180.0,
643701530,록소프로펜나트륨 180mg,180.0,
654004180,록소프로펜나트륨 180mg,180.0,
645403320,로피니롤 24mg,24.0,
642102930,로피니롤 24mg,24.0,
642103190,로피니롤 24mg,24.0,
658602710,록소프로펜나트륨 180mg,180.0,
670602780,록소프로펜나트륨 180mg,180.0,
628800170,록소프로펜나트륨 180mg,180.0,
648506510,록소프로펜나트륨 180mg,180.0,
648200460,멜록시캄 15mg,15.0,
693200020,멜록시캄 15mg,15.0,
642100520,멜록시캄 15mg,15.0,
648500150,멜록시캄 15mg,15.0,
663607660,메만틴염산염 20mg,20.0,
698503291,트라마돌염산염 400mg,400.0,
660702640,로수바스타틴 20mg,20.0,
658600320,멜록시캄 15mg,15.0,
643701200,멜록시캄 15mg,15.0,
656004520,프레가발린 600mg,600.0,
643704390,에제티미브 10mg/로수바스타틴 20mg,10.0,
643704380,에제티미브 10mg/로수바스타틴 20mg,10.0,
643704400,에제티미브 10mg/로수바스타틴 20mg,10.0,
663600580,멜록시캄 15mg,15.0,
645300450,멜록시캄 15mg,15.0,
649800680,멜록시캄 15mg,15.0,
693900580,멜록시캄 15mg,15.0,
657800630,멜록시캄 15mg,15.0,
643300740,멜록시캄 15mg,15.0,
654701180,이르베사르탄 300mg,300.0,
650201450,이르베사르탄 300mg,300.0,
651904050,이르베사르탄 300mg,300.0,
648506530,이르베사르탄 300mg,300.0,
649800351,라베타롤염산염 200mg ,200.0,
693900370,록소프로펜나트륨 180mg,180.0,
693901310,로수바스타틴 20mg,20.0,
650700520,로수바스타틴 20mg,20.0,
693902690,로수바스타틴 20mg,20.0,
693902680,로수바스타틴 20mg,20.0,
650700540,로수바스타틴 20mg,20.0,
665001830,시메티딘 2.4g,2400.0,
645403830,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
645403830,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
665001502,세프트리악손 4g(역가),4000.0,
665001011,세프트리악손 4g(역가),4000.0,
650200400,에스암로디핀 5mg,5.0,
657305990,에스암로디핀 5mg,5.0,
649400440,에스암로디핀 5mg,5.0,
643304650,에스암로디핀 5mg,5.0,
651202610,에스암로디핀 5mg,5.0,
645603890,에스암로디핀 5mg,5.0,
645404200,"메트포르민염산염 2,550mg",2550.0,
645700720,"메트포르민염산염 2,000mg",2000.0,
660700450,"메트포르민염산염 2,000mg",2000.0,
643100670,"메트포르민염산염 2,000mg",2000.0,
654304580,"메트포르민염산염 2,000mg",2000.0,
652604080,"메트포르민염산염 2,000mg",2000.0,
642103040,"메트포르민염산염 2,000mg",2000.0,
670605860,"메트포르민염산염 2,000mg",2000.0,
660702190,암로디핀 10mg,10.0,
653005570,시메티딘 2.4g,2400.0,
644501340,"메트포르민염산염 2,550mg",2550.0,
664600040,"메트포르민염산염 2,550mg",2550.0,
641600380,"메트포르민염산염 2,550mg",2550.0,
642103080,피오글리타존 30mg,30.0,
641704950,솔리페나신숙신산염 10mg,10.0,
643305880,에스암로디핀 5mg,5.0,
655403450,에스암로디핀 5mg,5.0,
651204100,에스암로디핀 5mg,5.0,
645300370,에스암로디핀 5mg,5.0,
645304050,에스암로디핀 5mg,5.0,
644002750,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
644703790,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
671804560,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
670606800,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
642103100,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
643301210,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
648100320,"메트포르민염산염 2,000mg",2000.0,
643601030,"메트포르민염산염 2,000mg",2000.0,
644003450,"메트포르민염산염 2,000mg",2000.0,
661700110,"메트포르민염산염 2,000mg",2000.0,
641600360,"메트포르민염산염 2,000mg",2000.0,
664600060,"메트포르민염산염 2,550mg",2550.0,
649401860,"메트포르민염산염 2,550mg",2550.0,
641600370,"메트포르민염산염 2,550mg",2550.0,
664600070,"메트포르민염산염 2,550mg",2550.0,
661700580,"메트포르민염산염 2,000mg",2000.0,
641604640,"메트포르민염산염 2,000mg",2000.0,
657203400,프레가발린 600mg,600.0,
644000800,"메트포르민염산염 2,550mg",2550.0,
651200020,"메트포르민염산염 2,550mg",2550.0,
644305450,"메트포르민염산염 2,550mg",2550.0,
661900070,"메트포르민염산염 2,550mg",2550.0,
648100330,"메트포르민염산염 2,550mg",2550.0,
653700280,"메트포르민염산염 2,550mg",2550.0,
693900350,"메트포르민염산염 2,550mg",2550.0,
656000350,"메트포르민염산염 2,550mg",2550.0,
655400010,"메트포르민염산염 2,550mg",2550.0,
640900050,"메트포르민염산염 2,550mg",2550.0,
655602910,"메트포르민염산염 2,550mg",2550.0,
646200050,"메트포르민염산염 2,550mg",2550.0,
644501350,"메트포르민염산염 2,550mg",2550.0,
664600050,"메트포르민염산염 2,550mg",2550.0,
649102270,"메트포르민염산염 2,550mg",2550.0,
641600390,"메트포르민염산염 2,550mg",2550.0,
657301180,"메트포르민염산염 2,550mg",2550.0,
653800580,"메트포르민염산염 2,550mg",2550.0,
642900510,"메트포르민염산염 2,550mg",2550.0,
645604320,"메트포르민염산염 2,550mg",2550.0,
693900390,암로디핀 10mg,10.0,
657804480,암로디핀 10mg,10.0,
653102060,암로디핀 10mg,10.0,
660702180,암로디핀 10mg,10.0,
620500090,네비보롤 10mg,10.0,
674900520,네비보롤 10mg,10.0,
628902290,로사르탄칼륨 100mg,100.0,
628902300,로사르탄칼륨 100mg,100.0,
73100360,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
657200190,로라제팜 10mg,10.0,
649001140,"메트포르민염산염 2,550mg",2550.0,
622801930,"메트포르민염산염 2,550mg",2550.0,
628900370,"메트포르민염산염 2,550mg",2550.0,
651602690,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
658108240,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
654701580,"메트포르민염산염 2,550mg",2550.0,
647804080,"메트포르민염산염 2,550mg",2550.0,
652301110,"메트포르민염산염 2,550mg",2550.0,
669802240,"메트포르민염산염 2,550mg",2550.0,
671802680,"메트포르민염산염 2,550mg",2550.0,
648104170,프레가발린 600mg,600.0,
643304820,암로디핀 10mg,10.0,
644102510,시메티딘 2.4g,2400.0,
628800070,시메티딘 2.4g,2400.0,
642201310,시메티딘 2.4g,2400.0,
657305840,록소프로펜나트륨 180mg,180.0,
643103340,록소프로펜나트륨 180mg,180.0,
646200690,록소프로펜나트륨 180mg,180.0,
648600370,록소프로펜나트륨 180mg,180.0,
651200360,록소프로펜나트륨 180mg,180.0,
651500390,록소프로펜나트륨 180mg,180.0,
640902440,록소프로펜나트륨 180mg,180.0,
669901120,록소프로펜나트륨 180mg,180.0,
643301890,에날라프릴말레산염 40mg,40.0,
654700590,펠로디핀 20mg,20.0,
643701780,펠로디핀 20mg,20.0,
657801100,펠로디핀 20mg,20.0,
648100380,펠로디핀 20mg,20.0,
664602270,카베르골린 3mg,3.0,
657306140,카베르골린 3mg,3.0,
664602280,카베르골린 3mg,3.0,
657306580,카베르골린 3mg,3.0,
664602260,카베르골린 3mg,3.0,
657306590,카베르골린 3mg,3.0,
655401891,트라마돌염산염 400mg,400.0,
657801710,디클로페낙나트륨 100mg 또는 디클로페낙칼륨 100mg,100.0,
669907310,로수바스타틴 20mg,20.0,
652603720,시메티딘 2.4g,2400.0,
650500581,시메티딘 2g,2.0,
645905911,시메티딘 2g,2.0,
644901581,시메티딘 2g,2.0,
642102421,시메티딘 2g,2.0,
643700890,가바펜틴 3600mg,3600.0,
657800090,가바펜틴 3600mg,3600.0,
644300240,가바펜틴 3600mg,3600.0,
648500640,록소프로펜나트륨 180mg,180.0,
644308400,록소프로펜나트륨 180mg,180.0,
645300430,록소프로펜나트륨 180mg,180.0,
646000510,록소프로펜나트륨 180mg,180.0,
652603750,록소프로펜나트륨 180mg,180.0,
643504220,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
643504220,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649803220,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
649803220,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
622801730,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
622801730,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670604320,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
670604320,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645404050,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
645404050,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649100320,펠로디핀 20mg,20.0,
651500960,펠로디핀 20mg,20.0,
660701970,펠로디핀 20mg,20.0,
648100390,펠로디핀 20mg,20.0,
649100100,글리클라지드 320mg,320.0,
653700120,글리클라지드 320mg,320.0,
653800940,글리클라지드 320mg,320.0,
669900170,글리클라지드 320mg,320.0,
651200610,글리클라지드 320mg,320.0,
698500170,글리클라지드 320mg,320.0,
676300120,글리클라지드 120mg,120.0,
659700881,"이부프로펜 3,200mg",3200.0,
652105330,"루피나미드 3,200mg",3200.0,
657200180,로라제팜 10mg,10.0,
641605690,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
641605700,올메사르탄메독소밀 40mg/로수바스타틴 20mg,20.0,
641605710,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
641605770,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
643506890,이르베사르탄 300mg,300.0,
643506880,이르베사르탄 300mg,300.0,
645903420,피오글리타존 30mg,30.0,
678600320,암로디핀 10mg/올메사르탄메독소밀 40mg,40.0,
648104160,프레가발린 600mg,600.0,
645305470,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
645305470,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671805560,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
671805560,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671805340,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
671805340,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645305140,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
645305140,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644308130,올메사르탄메독소밀 40mg,40.0,
653402230,올메사르탄메독소밀 40mg,40.0,
680900150,올메사르탄메독소밀 40mg,40.0,
642904770,올메사르탄메독소밀 40mg,40.0,
644003160,올메사르탄메독소밀 40mg,40.0,
668902891,메노트로핀에이치피 450IU,450.0,
668902191,메노트로핀에이치피 450IU,450.0,
656002670,발사르탄 320mg,320.0,
649800810,글리코피롤레이트 8mg,8.0,
643900480,"이부프로펜 3,200mg",3200.0,
643200290,"이부프로펜 3,200mg",3200.0,
648102001,케토롤락트로메타민염 90mg,90.0,
658603171,케토롤락트로메타민염 90mg,90.0,
693200560,록소프로펜나트륨 180mg,180.0,
621802050,록소프로펜나트륨 180mg,180.0,
645600850,록소프로펜나트륨 180mg,180.0,
680900160,올메사르탄메독소밀 40mg,40.0,
652601200,암로디핀 10mg,10.0,
652601190,암로디핀 10mg,10.0,
642901260,암로디핀 10mg,10.0,
641601410,암로디핀 10mg,10.0,
657807570,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
665508300,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
649105230,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
622804320,에제티미브 10mg/로수바스타틴 20mg,10.0,
655604850,"메트포르민염산염 2,550mg",2550.0,
655604890,"메트포르민염산염 2,550mg",2550.0,
661900100,록소프로펜나트륨 180mg,180.0,
694000680,록소프로펜나트륨 180mg,180.0,
642700370,록소프로펜나트륨 180mg,180.0,
622801610,록소프로펜나트륨 180mg,180.0,
657800480,록소프로펜나트륨 180mg,180.0,
649100180,록소프로펜나트륨 180mg,180.0,
698500100,록소프로펜나트륨 180mg,180.0,
645701500,록소프로펜나트륨 180mg,180.0,
644000300,록소프로펜나트륨 180mg,180.0,
649600860,록소프로펜나트륨 180mg,180.0,
648100560,록소프로펜나트륨 180mg,180.0,
663600400,록소프로펜나트륨 180mg,180.0,
670608320,피오글리타존 30mg,30.0,
657203820,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
648204450,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
643507610,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
643606180,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
648104380,피타바스타틴칼슘 4mg,4.0,
642105730,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
648104640,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
645405850,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
649900290,(저나트륨혈증)톨밥탄 60mg,60.0,
649900300,(저나트륨혈증)톨밥탄 60mg,60.0,
658202640,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
658202640,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
651904680,프레가발린 600mg,600.0,
694000960,가바펜틴 3600mg,3600.0,
657800080,가바펜틴 3600mg,3600.0,
693902110,가바펜틴 3600mg,3600.0,
649502220,가바펜틴 3600mg,3600.0,
670301470,가바펜틴 3600mg,3600.0,
653002670,가바펜틴 3600mg,3600.0,
657300010,가바펜틴 3600mg,3600.0,
646800020,가바펜틴 3600mg,3600.0,
654303650,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
654303650,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643303220,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
643303220,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645600990,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
645600990,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648102530,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
648102530,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643200540,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
643200540,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644306010,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
