제품코드,품목기준코드,제품명,업체코드,주성분코드
643308600,202006064.0,텔미트렌정20밀리그램(텔미사르탄)_(20mg/1정),119.0,378803ATB
651206010,202301422.0,미르텔정20밀리그램(텔미사르탄)_(20mg/1정),277.0,378803ATB
693902730,201707500.0,셀프로벨플러스정150/12.5밀리그램_(1정),69.0,385700ATB
651903470,200805148.0,아이살탄플러스정150/12.5밀리그램_(1정),245.0,385700ATB
653005050,201205244.0,이벨탄플러스정150/12.5밀리그램_(1정),154.0,385700ATB
640005850,201005699.0,이노엔아벨탄플러스정150/12.5밀리그램_(1정),321.0,385700ATB
648506540,201101753.0,이베라플러스정150/12.5밀리그램_(1정),293.0,385700ATB
652101260,200702137.0,코아프로벨정150/12.5밀리그람 _(1정),160.0,385700ATB
653102120,200807710.0,이베르탄듀오정150/12.5mg_(1정),51.0,385700ATB
651201480,200705219.0,이베프정150/12.5밀리그램_(1정),277.0,385700ATB
643504390,200809587.0,이잘탄플러스정150/12.5밀리그램_(1정),472.0,385700ATB
650202990,200805819.0,코이베스딜정150/12.5밀리그램_(1정),301.0,385700ATB
650203000,200807418.0,코이베스딜정300/12.5밀리그램_(1정),301.0,385800ATB
651903460,200805178.0,아이살탄플러스정300/12.5밀리그램_(1정),245.0,385800ATB
640005860,201005771.0,이노엔아벨탄플러스정300/12.5밀리그램_(1정),321.0,385800ATB
693902720,201707499.0,셀프로벨플러스정300/12.5밀리그램_(1정),69.0,385800ATB
653005040,201205245.0,이벨탄플러스정300/12.5밀리그램_(1정),154.0,385800ATB
651202620,200808749.0,이베프정300/12.5밀리그램_(1정),277.0,385800ATB
643504400,200809588.0,이잘탄플러스정300/12.5밀리그램_(1정),472.0,385800ATB
652101270,200702136.0,코아프로벨정300/12.5밀리그람_(1정),160.0,385800ATB
643505380,200906926.0,데잘탄플러스정16/12.5밀리그램_(1정),472.0,423700ATB
663603050,200905876.0,칸데사플러스정_(1정),465.0,423700ATB
654002300,200904234.0,아나탄플러스정_(1정),298.0,423700ATB
642801980,200904344.0,고려칸데사르탄플러스정_(1정),198.0,423700ATB
645701510,200904343.0,카바딜플러스정16/12.5mg_(1정),271.0,423700ATB
660702260,200904163.0,칸단테플러스정16/12.5mg_(1정),336.0,423700ATB
670604580,200904162.0,칸데플러스정_(1정),165.0,423700ATB
648504990,200904235.0,칸세틸플러스정_(1정),293.0,423700ATB
665001240,200902279.0,칸데탄플러스정_(1정),6.0,423700ATB
649101550,200902089.0,휴테칸플러스정_(1정),467.0,423700ATB
643605650,201500210.0,네오칸데플러스정_(1정),16.0,423700ATB
694003030,202003552.0,칸데칸플러스정16/12.5밀리그램_(1정),210.0,423700ATB
643305240,200901207.0,칸데모어플러스정16/12.5밀리그램_(1정),119.0,423700ATB
649804400,200902149.0,칸데산플러스정_(1정),243.0,423700ATB
693200650,201208433.0,글로아타플러스정_(1정),144.0,423700ATB
657805340,201403533.0,칸데라플러스정16/12.5밀리그램_(1정),415.0,423700ATB
670400940,201503234.0,휴니즈칸데르플러스정_(1정),166.0,423700ATB
664901330,201603604.0,칸타플러스정16/12.5mg_(1정),281.0,423700ATB
642903960,201007774.0,칸데로탄플러스정_(1정),343.0,423700ATB
648102980,201007708.0,칸사타플러스정_(1정),194.0,423700ATB
642403180,201100879.0,칸살탄플러스정16/12.5mg_(1정),329.0,423700ATB
650700410,200109104.0,아타칸플러스정16/12.5mg_(1정),435.0,423700ATB
693901660,201504333.0,칸타칸플러스정16/12.5밀리그램_(1정),69.0,423700ATB
656003640,201403387.0,하이살탄플러스정16/12.5mg_(1정),302.0,423700ATB
652101330,200200771.0,테베텐정600밀리그램(에프로사르탄메실산염)_(0.7358g/1정),160.0,429201ATB
641704480,201000867.0,일양텔미사탄플러스정40/12.5밀리그램_(1정),346.0,443200ATB
648506850,201101834.0,텔미탄플러스정40/12.5mg_(1정),293.0,443200ATB
652602820,201000877.0,미카탄플러스정40/12.5밀리그램_(1정),303.0,443200ATB
645305980,201900127.0,텔미르플러스정40/12.5밀리그램_(1정),471.0,443200ATB
644501720,201000889.0,유유텔미타플러스정40/12.5밀리그램_(1정),107.0,443200ATB
644102670,201503630.0,미카르텔미플러스정40/12.5밀리그램_(1정),356.0,443200ATB
670605420,201001018.0,테잘탄플러스정40/12.5mg_(1정),165.0,443200ATB
657805590,201503335.0,텔미라플러스정40/12.5밀리그램_(1정),415.0,443200ATB
648602800,201404665.0,텔미로탄플러스정40/12.5mg_(1정),75.0,443200ATB
655402880,201000950.0,텔미토플러스정40/12.5밀리그램_(1정),344.0,443200ATB
659900420,201000860.0,텔카탄플러스정40/12.5밀리그램_(1정),156.0,443200ATB
651602040,201603228.0,텔미일플러스정40/12.5밀리그램_(1정),476.0,443200ATB
670401500,201604127.0,텔미즈플러스정40/12.5mg_(1정),166.0,443200ATB
645906190,201700456.0,텔미스타플러스정40/12.5밀리그램_(1정),219.0,443200ATB
651204980,201701098.0,미르텔플러스정40/12.5밀리그램_(1정),277.0,443200ATB
698503900,201803030.0,텔미큐어플러스정40/12.5밀리그램_(1정),127.0,443200ATB
647303510,201804300.0,씨르텔미플러스정40/12.5밀리그램_(1정),317.0,443200ATB
654005200,201804855.0,아나텔플러스정40/12.5밀리그램_(1정),298.0,443200ATB
649104170,201804850.0,하이퍼텔미플러스정40/12.5mg_(1정),467.0,443200ATB
649807360,201805145.0,텔미모어정40/12.5밀리그램_(1정),243.0,443200ATB
645605020,201902560.0,텔미텐션플러스정40/12.5밀리그램_(1정),217.0,443200ATB
694002300,201902333.0,텔미베타플러스정40/12.5밀리그램_(1정),210.0,443200ATB
670104370,201903554.0,텔로살탄플러스정40/12.5mg_(1정),134.0,443200ATB
670501820,201905397.0,텔리토플러스정40/12.5밀리그램_(1정),48.0,443200ATB
658107570,201906585.0,텔미콜플러스정40/12.5밀리그램_(1정),4.0,443200ATB
640903910,201906503.0,텔카디플러스정40/12.5밀리그램_(1정),114.0,443200ATB
693903110,201906875.0,셀미플러스정40/12.5밀리그램_(1정),69.0,443200ATB
623005960,201906944.0,엔티텔미플러스정40/12.5밀리그램_(1정),432.0,443200ATB
644004440,201906697.0,베르텔플러스정40/12.5밀리그램_(1정),273.0,443200ATB
58200740,201908638.0,텔로지드플러스정40/12.5밀리그램_(1정),77.0,443200ATB
645210230,202001199.0,미카텔플러스정40/12.5밀리그램_(1정),87.0,443200ATB
625501180,202001194.0,텔미로우플러스정40/12.5밀리그램_(1정),128.0,443200ATB
60500580,202001518.0,메가텔미클정40/12.5밀리그램_(1정),93.0,443200ATB
652904550,201908262.0,티살탄플러스정40/12.5밀리그램_(1정),64.0,443200ATB
658604650,201903560.0,미살탄플러스정40/12.5밀리그램_(1정),341.0,443200ATB
645403930,201300146.0,텔미칸플러스정40/12.5밀리그램_(1정),362.0,443200ATB
678600050,201000827.0,프리텐션플러스정40/12.5밀리그램_(1정),21.0,443200ATB
643902830,201001022.0,텔미스플러스정40/12.5밀리그램_(1정),274.0,443200ATB
641806590,200307774.0,프리토플러스정40/12.5밀리그램_(1정),199.0,443200ATB
653500360,200209850.0,미카르디스플러스정40/12.5밀리그램_(1정),428.0,443200ATB
642904620,201208653.0,미카테르플러스정40/12.5밀리그램_(1정),343.0,443200ATB
698001110,201001023.0,텔미로플러스정40/12.5mg_(1정),116.0,443200ATB
640005940,201005774.0,텔미원플러스정40/12.5밀리그램_(1정),321.0,443200ATB
643305660,201000865.0,텔미트렌플러스정40/12.5밀리그램_(1정),119.0,443200ATB
660703160,201802209.0,미르토플러스정40/12.5mg_(1정),336.0,443200ATB
641704430,201209669.0,일양텔미사탄플러스정80/12.5밀리그램_(1정),346.0,443300ATB
652602830,201000878.0,미카탄플러스정80/12.5밀리그램_(1정),303.0,443300ATB
645305990,201900128.0,텔미르플러스정80/12.5밀리그램_(1정),471.0,443300ATB
644501710,201000888.0,유유텔미타플러스정80/12.5밀리그램_(1정),107.0,443300ATB
670605410,201001017.0,테잘탄플러스정80/12.5mg_(1정),165.0,443300ATB
648506860,201101835.0,텔미탄플러스정80/12.5mg_(1정),293.0,443300ATB
644102660,201503631.0,미카르텔미플러스정80/12.5밀리그램_(1정),356.0,443300ATB
657805600,201503336.0,텔미라플러스정80/12.5밀리그램_(1정),415.0,443300ATB
648602810,201404666.0,텔미로탄플러스정80/12.5mg_(1정),75.0,443300ATB
655402890,201000949.0,텔미토플러스정80/12.5밀리그램_(1정),344.0,443300ATB
659900430,201000866.0,텔카탄플러스정80/12.5밀리그램_(1정),156.0,443300ATB
651602050,201603229.0,텔미일플러스정80/12.5밀리그램_(1정),476.0,443300ATB
670401480,201604126.0,텔미즈플러스정80/12.5mg_(1정),166.0,443300ATB
645906180,201700457.0,텔미스타플러스정80/12.5밀리그램_(1정),219.0,443300ATB
651204990,201701099.0,미르텔플러스정80/12.5밀리그램_(1정),277.0,443300ATB
698503880,201801835.0,텔미큐어플러스정80/12.5밀리그램_(1정),127.0,443300ATB
647303520,201804358.0,씨르텔미플러스정80/12.5밀리그램_(1정),317.0,443300ATB
654005210,201804854.0,아나텔플러스정80/12.5밀리그램_(1정),298.0,443300ATB
649104160,201804849.0,하이퍼텔미플러스정80/12.5mg_(1정),467.0,443300ATB
649807370,201805146.0,텔미모어정80/12.5밀리그램_(1정),243.0,443300ATB
645605010,201902559.0,텔미텐션플러스정80/12.5밀리그램_(1정),217.0,443300ATB
694002310,201902334.0,텔미베타플러스정80/12.5밀리그램_(1정),210.0,443300ATB
670104380,201903553.0,텔로살탄플러스정80/12.5mg_(1정),134.0,443300ATB
670501810,201905398.0,텔리토플러스정80/12.5밀리그램_(1정),48.0,443300ATB
658107580,201906586.0,텔미콜플러스정80/12.5밀리그램_(1정),4.0,443300ATB
640903900,201906467.0,텔카디플러스정80/12.5밀리그램_(1정),114.0,443300ATB
693903120,201906874.0,셀미플러스정80/12.5밀리그램_(1정),69.0,443300ATB
644004430,201906696.0,베르텔플러스정80/12.5밀리그램_(1정),273.0,443300ATB
625501170,202001186.0,텔미로우플러스정80/12.5밀리그램_(1정),128.0,443300ATB
60500480,202003085.0,메가텔미클정80/12.5밀리그램_(1정),93.0,443300ATB
652904560,201701432.0,티살탄플러스정80/12.5밀리그램_(1정),64.0,443300ATB
658604660,201903559.0,미살탄플러스정80/12.5밀리그램_(1정),341.0,443300ATB
643902840,201001021.0,텔미스플러스정80/12.5밀리그램_(1정),274.0,443300ATB
645403920,201300145.0,텔미칸플러스정80/12.5밀리그램_(1정),362.0,443300ATB
641806580,200307775.0,프리토플러스정80/12.5밀리그램_(1정),199.0,443300ATB
653500370,200209851.0,미카르디스플러스정80/12.5밀리그램_(1정),428.0,443300ATB
642904630,201208654.0,미카테르플러스정80/12.5밀리그램_(1정),343.0,443300ATB
698001130,201001024.0,텔미로플러스정80/12.5mg_(1정),116.0,443300ATB
640005950,201005775.0,텔미원플러스정80/12.5밀리그램_(1정),321.0,443300ATB
643305690,201000861.0,텔미트렌플러스정80/12.5밀리그램_(1정),119.0,443300ATB
678600060,201000828.0,프리텐션플러스정80/12.5밀리그램_(1정),21.0,443300ATB
660703050,201605524.0,미르토플러스정80/12.5mg_(1정),336.0,443300ATB
652602930,201005059.0,미카탄플러스정80/25밀리그램_(1정),303.0,502600ATB
643902940,201005770.0,텔미스플러스정80/25mg_(1정),274.0,502600ATB
642904580,201207594.0,미카테르플러스정80/25밀리그램_(1정),343.0,502600ATB
643305770,201004700.0,텔미트렌플러스정80/25밀리그램_(1정),119.0,502600ATB
652101400,200300698.0,트리아핀정2.5/2.5mg_(1정),160.0,447100ATB
652101410,200300699.0,트리아핀정5/5mg_(1정),160.0,447200ATB
644102170,200400215.0,노바로핀캡슐(암로디핀말레산염)_(6.42mg/1캡슐),356.0,459801ACH
642101140,200400511.0,암로핀캡슐5밀리그람(암로디핀말레산염)_(6.42mg/1캡슐),109.0,459801ACH
655601130,200500454.0,스타디핀정(암로디핀말레산염)_(6.42mg/1정),474.0,459801ATB
642703460,200500748.0,파인디핀정(암로디핀말레산염)_(6.42mg/1정),229.0,459801ATB
648200430,200403296.0,멜로디핀정(암로디핀말레산염)_(6.42mg/1정),106.0,459801ATB
643301800,200400113.0,애니디핀정(암로디핀말레산염)_(6.42mg/1정),119.0,459801ATB
653001370,200501558.0,아모딘정(암로디핀말레산염)_(6.42mg/1정),154.0,459801ATB
657300150,200501348.0,뉴디핀정(암로디핀말레산염)_(6.42mg/1정),29.0,459801ATB
670300970,200400528.0,에이엠정(암로디핀말레산염)_(6.42mg/1정),402.0,459801ATB
663601400,200503238.0,에니틴정(암로디핀말레산염)_(6.42mg/1정),465.0,459801ATB
644802280,200501065.0,태극암로디핀정(암로디핀말레산염)_(6.42mg/1정),408.0,459801ATB
644102180,200600054.0,노바로핀정(암로디핀말레산염)_(6.42mg/1정),356.0,459801ATB
649100070,200500097.0,노브카핀정(암로디핀말레산염)_(6.42mg/1정),467.0,459801ATB
640900530,200500809.0,아로디핀정(암로디핀말레산염)_(6.42mg/1정),114.0,459801ATB
671802230,200501605.0,에이핀정(암로디핀말레산염)_(6.42mg/1정),211.0,459801ATB
657800070,200600460.0,노바코트정(암로디핀말레산염)_(6.42mg/1정),415.0,459801ATB
656700550,200502010.0,노바핀정(암로디핀말레산염)_(6.42mg/1정),417.0,459801ATB
658600800,200500238.0,엠디핀정(암로디핀말레산염)_(6.42mg/1정),341.0,459801ATB
654300210,200501811.0,노바텍정(암로디핀말레산염)_(6.42mg/1정),333.0,459801ATB
649601570,200500676.0,암로딘정(암로디핀말레산염)_(6.42mg/1정),209.0,459801ATB
645902260,200500195.0,암로스크정(암로디핀말레산염)_(6.42mg/1정),219.0,459801ATB
642101120,200400508.0,암로핀정5밀리그람(암로디핀말레산염)_(6.42mg/1정),109.0,459801ATB
670101450,200502039.0,에버디핀정(암로디핀말레산염)_(6.42mg/1정),134.0,459801ATB
52401430,201904735.0,아이디핀정(암로디핀말레산염)_(6.42mg/1정),112.0,459801ATB
642101130,200400509.0,암로핀캡슐2.5밀리그람(암로디핀말레산염)_(3.21mg/1캡슐),109.0,459802ACH
643501600,200402637.0,아모디핀정5밀리그램(암로디핀캄실산염)_(7.841mg/1정),472.0,459901ATB
643508230,202002271.0,아모디핀정2.5밀리그램(암로디핀캄실산염)_(3.921mg/1정),472.0,459902ATB
652101340,200401010.0,테베텐플러스정_(1정),160.0,460500ATB
640002890,200401548.0,암로스타정5밀리그램(암로디핀아디핀산염)_(6.79mg/1정),321.0,464601ATB
73001220,202002276.0,올메건정20밀리그램(올메사르탄메독소밀)_(20mg/1정),189.0,468501ATB
669906510,201507879.0,뉴메살탄정20mg(올메사탄메독소밀)_(20mg/1정),212.0,468501ATB
665001480,201100978.0,오르메탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),6.0,468501ATB
650302740,201100866.0,오메탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),395.0,468501ATB
641704130,201101021.0,올고탄정20밀리그램(올메사르탄메독소밀)_(20mg/1정),346.0,468501ATB
646003510,201100913.0,올메딜정20밀리그램(올메사탄메독소밀)_(20mg/1정),35.0,468501ATB
625200680,201403400.0,올메린정20밀리그램(올메사탄메독소밀)_(20mg/1정),162.0,468501ATB
645404080,201100983.0,올메세틸엠정20밀리그램(올메사탄메독소밀)_(20mg/1정),362.0,468501ATB
649404280,201100943.0,올베카정20밀리그램(올메사탄메독소밀)_(20mg/1정),328.0,468501ATB
670103210,201100869.0,올스텍정20밀리그램(올메사탄메독소밀)_(20mg/1정),134.0,468501ATB
657804640,201100801.0,올프레정20밀리그램(올메사탄메독소밀)_(20mg/1정),415.0,468501ATB
660702450,201100917.0,위메탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),336.0,468501ATB
670400970,201503641.0,휴니즈올메사탄메독소밀정_(20mg/1정),166.0,468501ATB
649101960,201100896.0,휴메텍정20밀리그램(올메사탄메독소밀)_(20mg/1정),467.0,468501ATB
654005240,201900104.0,오멕실정20밀리그램(올메사르탄메독소밀)_(20mg/1정),298.0,468501ATB
696601970,201902970.0,일양바이오올메사르탄메독소밀정20밀리그램_(20mg/1정),345.0,468501ATB
649605530,202002467.0,올메카정20mg(올메사탄메독소밀)_(20mg/1정),209.0,468501ATB
60500650,202002234.0,올메탄정20밀리그램(올메사르탄메독소밀)_(20mg/1정),93.0,468501ATB
651903500,201100980.0,프리살탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),245.0,468501ATB
693901510,201503645.0,셀메텍정20밀리그램(올메사르탄메독소밀)_(20mg/1정),69.0,468501ATB
671703280,201100908.0,제뉴원올메사탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),379.0,468501ATB
661903980,201100906.0,올메살탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),331.0,468501ATB
698502100,201100898.0,이텍스올메사탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),127.0,468501ATB
641602000,200400472.0,올메텍정20밀리그램(올메사르탄메독소밀)_(20mg/1정),23.0,468501ATB
644308140,201100953.0,올레텐정20밀리그램(올메사탄메독소밀)_(20mg/1정),453.0,468501ATB
644913290,201100795.0,올멕정20밀리그램(올메사탄메독소밀)_(20mg/1정),358.0,468501ATB
651503280,201100945.0,메사르정20밀리그램(올메사탄메독소밀)_(20mg/1정),143.0,468501ATB
643306000,201100828.0,벨메텍정20밀리그램(올메사르탄메독소밀)_(20mg/1정),119.0,468501ATB
644003130,201101022.0,에스올정20밀리그램(올메사탄메독소밀)_(20mg/1정),273.0,468501ATB
647803490,201100813.0,에이알비-에스정20밀리그램(올메사탄메독소밀)_(20mg/1정),276.0,468501ATB
663604840,201100946.0,올레정20밀리그램(올메사탄메독소밀)_(20mg/1정),465.0,468501ATB
653402240,201100798.0,올메론정20밀리그램(올메사탄메독소밀)_(20mg/1정),222.0,468501ATB
649805250,201100909.0,올메산정20밀리그램(올메사탄메독소밀)_(20mg/1정),243.0,468501ATB
680900170,201305058.0,올메액트정20밀리그램(올메사르탄메독소밀)_(20mg/1정),419.0,468501ATB
640902300,201100902.0,올메잘탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),114.0,468501ATB
642904790,201306919.0,올메팜정20밀리그램(올메사탄메독소밀)_(20mg/1정),343.0,468501ATB
645603980,201100901.0,올위너정20밀리그램(올메사르탄메독소밀)_(20mg/1정),217.0,468501ATB
649505950,201100905.0,올탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),337.0,468501ATB
651203560,201100918.0,올살탄정20밀리그램(올메사탄메독소밀)_(20mg/1정),277.0,468501ATB
698504850,202302975.0,이텍스올메사탄정10밀리그램(올메사르탄메독소밀)_(10mg/1정),127.0,468502ATB
651903520,201103854.0,프리살탄정10밀리그램(올메사탄메독소밀)_(10mg/1정),245.0,468502ATB
644003140,201101843.0,에스올정10밀리그램(올메사탄메독소밀)_(10mg/1정),273.0,468502ATB
641704170,201101841.0,올고탄정10밀리그램(올메사르탄메독소밀)_(10mg/1정),346.0,468502ATB
645404070,201101852.0,올메세틸엠정10밀리그램(올메사탄메독소밀)_(10mg/1정),362.0,468502ATB
73001240,202002277.0,올메건정10밀리그램(올메사르탄메독소밀)_(10mg/1정),189.0,468502ATB
693901550,201504106.0,셀메텍정10밀리그램(올메사탄메독소밀)_(10mg/1정),69.0,468502ATB
60500640,201904736.0,올메탄정10밀리그램(올메사르탄메독소밀)_(10mg/1정),93.0,468502ATB
650302750,201100867.0,오메탄정10밀리그램(올메사탄메독소밀)_(10mg/1정),395.0,468502ATB
625200670,201403399.0,올메린정10밀리그램(올메사탄메독소밀)_(10mg/1정),162.0,468502ATB
657804630,201100802.0,올프레정10밀리그램(올메사탄메독소밀)_(10mg/1정),415.0,468502ATB
654005250,201900105.0,오멕실정10밀리그램(올메사르탄메독소밀)_(10mg/1정),298.0,468502ATB
669906520,201507878.0,뉴메살탄정10mg(올메사탄메독소밀)_(10mg/1정),212.0,468502ATB
670104660,202001392.0,올스텍정10밀리그램(올메사르탄메독소밀)_(10mg/1정),134.0,468502ATB
671704140,201400392.0,제뉴원올메사탄정10밀리그램(올메사탄메독소밀)_(10mg/1정),379.0,468502ATB
644913280,201100793.0,올멕정10밀리그램(올메사탄메독소밀)_(10mg/1정),358.0,468502ATB
643305990,201100827.0,벨메텍정10밀리그램(올메사르탄메독소밀)_(10mg/1정),119.0,468502ATB
647803480,201100814.0,에이알비-에스정10밀리그램(올메사탄메독소밀)_(10mg/1정),276.0,468502ATB
644308130,201100952.0,올레텐정10밀리그램(올메사탄메독소밀)_(10mg/1정),453.0,468502ATB
653402230,201100799.0,올메론정10밀리그램(올메사탄메독소밀)_(10mg/1정),222.0,468502ATB
680900150,201305056.0,올메액트정10밀리그램(올메사르탄메독소밀)_(10mg/1정),419.0,468502ATB
641601990,200600114.0,올메텍정10밀리그램(올메사르탄메독소밀)_(10mg/1정),23.0,468502ATB
642904770,201306917.0,올메팜정10밀리그램(올메사탄메독소밀)_(10mg/1정),343.0,468502ATB
73001210,202002275.0,올메건정40밀리그램(올메사르탄메독소밀)_(40mg/1정),189.0,468503ATB
693901570,201504115.0,셀메텍정40밀리그램(올메사탄메독소밀)_(40mg/1정),69.0,468503ATB
645404090,201100982.0,올메세틸엠정40밀리그램(올메사탄메독소밀)_(40mg/1정),362.0,468503ATB
654005230,201900103.0,오멕실정40밀리그램(올메사르탄메독소밀)_(40mg/1정),298.0,468503ATB
60500660,202002233.0,올메탄정40밀리그램(올메사르탄메독소밀)_(40mg/1정),93.0,468503ATB
644913300,201100794.0,올멕정40밀리그램(올메사탄메독소밀)_(40mg/1정),358.0,468503ATB
641602010,200600115.0,올메텍정40밀리그램(올메사르탄메독소밀)_(40mg/1정),23.0,468503ATB
671704150,201400393.0,제뉴원올메사탄정40밀리그램(올메사탄메독소밀)_(40mg/1정),379.0,468503ATB
644003160,201101844.0,에스올정40밀리그램(올메사탄메독소밀)_(40mg/1정),273.0,468503ATB
680900160,201305057.0,올메액트정40밀리그램(올메사르탄메독소밀)_(40mg/1정),419.0,468503ATB
654001530,200400728.0,코비스정2.5/6.25밀리그람_(1정),298.0,469800ATB
654001540,200400727.0,코비스정5/6.25밀리그람_(1정),298.0,469900ATB
654001520,200400729.0,코비스정10/6.25밀리그람_(1정),298.0,470000ATB
641702980,200700603.0,암비피정5밀리그램(암로디핀메실산염일수화물)_(6.4mg/1정),346.0,470801ATB
664900390,200700600.0,암로칸정(암로디핀메실산염일수화물)_(6.4mg/1정),281.0,470801ATB
678600980,201802044.0,암로굿정5밀리그램(암로디핀메실산염일수화물)_(6.4mg/1정),21.0,470801ATB
671700760,200700835.0,암로다핀정(암로디핀메실산염일수화물)_(6.4mg/1정),379.0,470801ATB
652601200,200500961.0,암로맥스정5밀리그램(메실산암로디핀일수화물)_(6.4mg/1정),303.0,470801ATB
652601190,200500962.0,암로맥스정10밀리그램(메실산암로디핀일수화물)_(12.79mg/1정),303.0,470802ATB
642502930,200500253.0,오로디핀정(암로디핀오로트산염)_(6.91mg/1정),226.0,476201ATB
642901260,200604199.0,암로텐정(암로디핀니코틴산염)_(6.51mg/1정),343.0,479701ATB
641601410,200711589.0,베아디핀정(암로디핀니코틴산염)_(6.51mg/1정),23.0,479701ATB
650200390,200600221.0,레보테놀정25밀리그람(에스아테놀롤)_(25mg/1정),301.0,483101ATB
650200380,200600225.0,레보테놀정12.5밀리그람(에스아테놀롤)_(12.5mg/1정),301.0,483102ATB
641802290,200608185.0,에스암로딕스정2.5mg(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),199.0,483201ATB
657805370,201404487.0,노마에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),415.0,483201ATB
648203590,201208518.0,멜로디핀에스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),106.0,483201ATB
654304770,201307919.0,암바스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),333.0,483201ATB
641704580,201309130.0,암비피에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),346.0,483201ATB
698502780,201404042.0,에스암로민정2.5mg(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),127.0,483201ATB
671805300,200809428.0,에스암핀정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),211.0,483201ATB
658603110,201404238.0,엠디핀에스정(에스암로디핀베실산염)_(3.74mg/1정),341.0,483201ATB
662503400,201603113.0,넥스디핀정2.5mg(에스암로디핀베실산염)_(3.74mg/1정),15.0,483201ATB
628900710,201603114.0,에스로핀정2.5mg(에스암로디핀베실산염)_(3.74mg/1정),110.0,483201ATB
669501930,201603676.0,아드에스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),76.0,483201ATB
670401410,201603947.0,암로텐션에스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),166.0,483201ATB
670304090,201701479.0,에이엠에스정(에스암로디핀베실산염이수화물)_(3.69mg/1정),402.0,483201ATB
640903490,201707244.0,에스아로딥정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),114.0,483201ATB
622803110,201708627.0,이지텐션정(암로디핀베실산염2.5수화물)_(3.74mg/1정),34.0,483201ATB
658203990,201800048.0,노텐션정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),50.0,483201ATB
670501310,201900882.0,암베스크에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),48.0,483201ATB
649104330,201901799.0,노브디핀에스정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),467.0,483201ATB
55101080,201901892.0,투텐션정2.5mg(에스암로디핀베실산염이수화물)_(3.69mg/1정),401.0,483201ATB
53601170,201902365.0,레보디핀정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),299.0,483201ATB
653103500,201906357.0,비로디정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),51.0,483201ATB
645210190,202000330.0,아모핀에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),87.0,483201ATB
690302580,202002554.0,라이트암로정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),33.0,483201ATB
646005110,202003915.0,에스메디정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),35.0,483201ATB
648104820,201904421.0,에스암로실정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),194.0,483201ATB
650200400,200606326.0,레보텐션정2.5밀리그램(S-암로디핀베실산염2.5수화물)_(3.74mg/1정),301.0,483201ATB
657305990,201303033.0,뉴디핀에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),29.0,483201ATB
649400440,200608108.0,로바디핀에스정2.5밀리그람(베실산에스암로디핀)_(3.74mg/1정),328.0,483201ATB
694000080,200802930.0,베아디핀에스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),210.0,483201ATB
655402740,201003156.0,사브정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),344.0,483201ATB
643304650,200803701.0,애니디핀에스정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),119.0,483201ATB
670103500,201310820.0,에스디핀정(에스암로디핀베실산염이수화물)_(3.69mg/1정),134.0,483201ATB
651202610,200608243.0,지텐션정2.5밀리그램(에스암로디핀베실산염이수화물)_(3.69mg/1정),277.0,483201ATB
645603890,201004222.0,카이로핀정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),217.0,483201ATB
653403670,201604247.0,암로스핀에스정2.5밀리그램(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),222.0,483201ATB
698504670,202202691.0,에스암로민정5밀리그램(에스암로디핀베실산염이수화물)_(7.38mg/1정),127.0,483202ATB
649104340,201901798.0,노브디핀에스정5mg(에스암로디핀베실산염이수화물)_(7.38mg/1정),467.0,483202ATB
