제품코드,효능군중복_효능군,효능군중복_Group
648203690,해열진통소염제 (A),Group01
648500640,해열진통소염제 (A),Group01
648600370,해열진통소염제 (A),Group01
649001840,해열진통소염제 (A),Group01
649100180,해열진통소염제 (A),Group01
649404640,해열진통소염제 (A),Group01
649507240,해열진통소염제 (A),Group01
649600860,해열진통소염제 (A),Group01
649702090,해열진통소염제 (A),Group01
649806570,해열진통소염제 (A),Group01
650201160,해열진통소염제 (A),Group01
650303190,해열진통소염제 (A),Group01
651200360,해열진통소염제 (A),Group01
651500390,해열진통소염제 (A),Group01
651601610,해열진통소염제 (A),Group01
652603750,해열진통소염제 (A),Group01
652904330,해열진통소염제 (A),Group01
653005060,해열진통소염제 (A),Group01
653102810,해열진통소염제 (A),Group01
653402930,해열진통소염제 (A),Group01
654004180,해열진통소염제 (A),Group01
654302150,해열진통소염제 (A),Group01
655404560,해열진통소염제 (A),Group01
655600450,해열진통소염제 (A),Group01
656000260,해열진통소염제 (A),Group01
656202380,해열진통소염제 (A),Group01
656702030,해열진통소염제 (A),Group01
657202370,해열진통소염제 (A),Group01
657305840,해열진통소염제 (A),Group01
657502420,해열진통소염제 (A),Group01
657800480,해열진통소염제 (A),Group01
658106780,해열진통소염제 (A),Group01
658202900,해열진통소염제 (A),Group01
658501900,해열진통소염제 (A),Group01
658602710,해열진통소염제 (A),Group01
660700740,해열진통소염제 (A),Group01
661604140,해열진통소염제 (A),Group01
661900100,해열진통소염제 (A),Group01
662503170,해열진통소염제 (A),Group01
662601110,해열진통소염제 (A),Group01
663600400,해열진통소염제 (A),Group01
664901130,해열진통소염제 (A),Group01
665001710,해열진통소염제 (A),Group01
665501480,해열진통소염제 (A),Group01
669500140,해열진통소염제 (A),Group01
669604560,해열진통소염제 (A),Group01
669700100,해열진통소염제 (A),Group01
669800890,해열진통소염제 (A),Group01
669901120,해열진통소염제 (A),Group01
670100330,해열진통소염제 (A),Group01
670400780,해열진통소염제 (A),Group01
670501340,해열진통소염제 (A),Group01
670602780,해열진통소염제 (A),Group01
671701890,해열진통소염제 (A),Group01
671801450,해열진통소염제 (A),Group01
673400210,해열진통소염제 (A),Group01
674100980,해열진통소염제 (A),Group01
674400680,해열진통소염제 (A),Group01
678600560,해열진통소염제 (A),Group01
679601190,해열진통소염제 (A),Group01
679801460,해열진통소염제 (A),Group01
684501180,해열진통소염제 (A),Group01
689000500,해열진통소염제 (A),Group01
690300530,해열진통소염제 (A),Group01
693200560,해열진통소염제 (A),Group01
693900370,해열진통소염제 (A),Group01
694000680,해열진통소염제 (A),Group01
694204950,해열진통소염제 (A),Group01
697100310,해열진통소염제 (A),Group01
698500100,해열진통소염제 (A),Group01
648506510,해열진통소염제 (A),Group01
640000310,혈압강하작용의약품 (B),Group07
640000320,혈압강하작용의약품 (B),Group07
52400540,해열진통소염제 (A),Group01
52700720,해열진통소염제 (A),Group01
53300170,해열진통소염제 (A),Group01
53600950,해열진통소염제 (A),Group01
54801160,해열진통소염제 (A),Group01
55100440,해열진통소염제 (A),Group01
58200320,해열진통소염제 (A),Group01
60500730,해열진통소염제 (A),Group01
621801940,해열진통소염제 (A),Group01
623005390,해열진통소염제 (A),Group01
625200140,해열진통소염제 (A),Group01
625800150,해열진통소염제 (A),Group01
628901060,해열진통소염제 (A),Group01
629701460,해열진통소염제 (A),Group01
642100520,해열진통소염제 (A),Group01
642501600,해열진통소염제 (A),Group01
642900360,해열진통소염제 (A),Group01
643102100,해열진통소염제 (A),Group01
643300740,해열진통소염제 (A),Group01
643506140,해열진통소염제 (A),Group01
643701200,해열진통소염제 (A),Group01
643903480,해열진통소염제 (A),Group01
644001130,해열진통소염제 (A),Group01
644603170,해열진통소염제 (A),Group01
644805970,해열진통소염제 (A),Group01
645201300,해열진통소염제 (A),Group01
645300450,해열진통소염제 (A),Group01
645404010,해열진통소염제 (A),Group01
645604540,해열진통소염제 (A),Group01
645901450,해열진통소염제 (A),Group01
646001040,해열진통소염제 (A),Group01
646200850,해열진통소염제 (A),Group01
647204040,해열진통소염제 (A),Group01
647302990,해열진통소염제 (A),Group01
648100760,해열진통소염제 (A),Group01
648200460,해열진통소염제 (A),Group01
648500150,해열진통소염제 (A),Group01
648602770,해열진통소염제 (A),Group01
649000100,해열진통소염제 (A),Group01
649102120,해열진통소염제 (A),Group01
649400760,해열진통소염제 (A),Group01
649502850,해열진통소염제 (A),Group01
649600990,해열진통소염제 (A),Group01
649702150,해열진통소염제 (A),Group01
649800680,해열진통소염제 (A),Group01
650300560,해열진통소염제 (A),Group01
651300510,해열진통소염제 (A),Group01
651501500,해열진통소염제 (A),Group01
652600720,해열진통소염제 (A),Group01
653001280,해열진통소염제 (A),Group01
653402650,해열진통소염제 (A),Group01
653500890,해열진통소염제 (A),Group01
653802160,해열진통소염제 (A),Group01
654000380,해열진통소염제 (A),Group01
654301070,해열진통소염제 (A),Group01
656001500,해열진통소염제 (A),Group01
656202160,해열진통소염제 (A),Group01
657301650,해열진통소염제 (A),Group01
657500410,해열진통소염제 (A),Group01
657800630,해열진통소염제 (A),Group01
658106600,해열진통소염제 (A),Group01
658203090,해열진통소염제 (A),Group01
658600320,해열진통소염제 (A),Group01
660702660,해열진통소염제 (A),Group01
661904360,해열진통소염제 (A),Group01
663300930,해열진통소염제 (A),Group01
663600580,해열진통소염제 (A),Group01
664102630,해열진통소염제 (A),Group01
664901030,해열진통소염제 (A),Group01
665000650,해열진통소염제 (A),Group01
665507600,해열진통소염제 (A),Group01
669501600,해열진통소염제 (A),Group01
669700080,해열진통소염제 (A),Group01
669801110,해열진통소염제 (A),Group01
669905880,해열진통소염제 (A),Group01
670100440,해열진통소염제 (A),Group01
670400870,해열진통소염제 (A),Group01
670501620,해열진통소염제 (A),Group01
670600840,해열진통소염제 (A),Group01
674401170,해열진통소염제 (A),Group01
678601320,해열진통소염제 (A),Group01
684501070,해열진통소염제 (A),Group01
689000830,해열진통소염제 (A),Group01
690302080,해열진통소염제 (A),Group01
693200020,해열진통소염제 (A),Group01
693900580,해열진통소염제 (A),Group01
694000470,해열진통소염제 (A),Group01
694204780,해열진통소염제 (A),Group01
696601830,해열진통소염제 (A),Group01
697100720,해열진통소염제 (A),Group01
698502500,해열진통소염제 (A),Group01
642400350,해열진통소염제 (A),Group01
685900100,해열진통소염제 (A),Group01
54801170,해열진통소염제 (A),Group01
625201190,해열진통소염제 (A),Group01
642100530,해열진통소염제 (A),Group01
642501610,해열진통소염제 (A),Group01
643300750,해열진통소염제 (A),Group01
643500950,해열진통소염제 (A),Group01
643701210,해열진통소염제 (A),Group01
643903490,해열진통소염제 (A),Group01
645304550,해열진통소염제 (A),Group01
645404000,해열진통소염제 (A),Group01
650300570,해열진통소염제 (A),Group01
653402660,해열진통소염제 (A),Group01
653500900,해열진통소염제 (A),Group01
693902100,해열진통소염제 (A),Group01
694000480,해열진통소염제 (A),Group01
697100950,해열진통소염제 (A),Group01
698002050,해열진통소염제 (A),Group01
642202340,호흡기관용약 (G),Group01
642201272,호흡기관용약 (G),Group01
641600380,당뇨병용제 (H),Group01
644501340,당뇨병용제 (H),Group01
655604850,당뇨병용제 (H),Group01
664600040,당뇨병용제 (H),Group01
694001880,당뇨병용제 (H),Group01
57600160,당뇨병용제 (H),Group01
59000150,당뇨병용제 (H),Group01
622801930,당뇨병용제 (H),Group01
625200660,당뇨병용제 (H),Group01
628900370,당뇨병용제 (H),Group01
640900050,당뇨병용제 (H),Group01
641600390,당뇨병용제 (H),Group01
642105570,당뇨병용제 (H),Group01
642900510,당뇨병용제 (H),Group01
643500850,당뇨병용제 (H),Group01
643700870,당뇨병용제 (H),Group01
644000800,당뇨병용제 (H),Group01
644305450,당뇨병용제 (H),Group01
644501350,당뇨병용제 (H),Group01
645404200,당뇨병용제 (H),Group01
645604320,당뇨병용제 (H),Group01
645905580,당뇨병용제 (H),Group01
646200050,당뇨병용제 (H),Group01
647804080,당뇨병용제 (H),Group01
648100330,당뇨병용제 (H),Group01
648508010,당뇨병용제 (H),Group01
649001140,당뇨병용제 (H),Group01
649102270,당뇨병용제 (H),Group01
649808220,당뇨병용제 (H),Group01
650205800,당뇨병용제 (H),Group01
650300040,당뇨병용제 (H),Group01
651200020,당뇨병용제 (H),Group01
652301110,당뇨병용제 (H),Group01
653404840,당뇨병용제 (H),Group01
653700280,당뇨병용제 (H),Group01
653800580,당뇨병용제 (H),Group01
654701580,당뇨병용제 (H),Group01
655400010,당뇨병용제 (H),Group01
655602910,당뇨병용제 (H),Group01
656000350,당뇨병용제 (H),Group01
657301180,당뇨병용제 (H),Group01
657806480,당뇨병용제 (H),Group01
658502150,당뇨병용제 (H),Group01
661900070,당뇨병용제 (H),Group01
664600050,당뇨병용제 (H),Group01
669802240,당뇨병용제 (H),Group01
671802680,당뇨병용제 (H),Group01
678601070,당뇨병용제 (H),Group01
693900350,당뇨병용제 (H),Group01
694001870,당뇨병용제 (H),Group01
698504140,당뇨병용제 (H),Group01
57700610,당뇨병용제 (H),Group01
625200180,당뇨병용제 (H),Group01
628800390,당뇨병용제 (H),Group01
640006780,당뇨병용제 (H),Group01
641600360,당뇨병용제 (H),Group01
641705480,당뇨병용제 (H),Group01
642103040,당뇨병용제 (H),Group01
642706840,당뇨병용제 (H),Group01
643100670,당뇨병용제 (H),Group01
643500840,당뇨병용제 (H),Group01
643601030,당뇨병용제 (H),Group01
643700860,당뇨병용제 (H),Group01
644003450,당뇨병용제 (H),Group01
644913870,당뇨병용제 (H),Group01
645700720,당뇨병용제 (H),Group01
645900170,당뇨병용제 (H),Group01
646004880,당뇨병용제 (H),Group01
647203750,당뇨병용제 (H),Group01
648100320,당뇨병용제 (H),Group01
648508000,당뇨병용제 (H),Group01
648603250,당뇨병용제 (H),Group01
649102730,당뇨병용제 (H),Group01
649400780,당뇨병용제 (H),Group01
649808200,당뇨병용제 (H),Group01
651204030,당뇨병용제 (H),Group01
652604080,당뇨병용제 (H),Group01
654004070,당뇨병용제 (H),Group01
654304580,당뇨병용제 (H),Group01
655403260,당뇨병용제 (H),Group01
655600080,당뇨병용제 (H),Group01
660700450,당뇨병용제 (H),Group01
661700110,당뇨병용제 (H),Group01
662503450,당뇨병용제 (H),Group01
664602800,당뇨병용제 (H),Group01
665002760,당뇨병용제 (H),Group01
670103780,당뇨병용제 (H),Group01
670501860,당뇨병용제 (H),Group01
670605860,당뇨병용제 (H),Group01
693200660,당뇨병용제 (H),Group01
694001240,당뇨병용제 (H),Group01
698002650,당뇨병용제 (H),Group01
698504180,당뇨병용제 (H),Group01
642105560,당뇨병용제 (H),Group01
649401860,당뇨병용제 (H),Group01
664600060,당뇨병용제 (H),Group01
664602680,당뇨병용제 (H),Group01
641600370,당뇨병용제 (H),Group01
642105550,당뇨병용제 (H),Group01
643704850,당뇨병용제 (H),Group01
655604890,당뇨병용제 (H),Group01
661700530,당뇨병용제 (H),Group01
664600070,당뇨병용제 (H),Group01
694001860,당뇨병용제 (H),Group01
641604640,당뇨병용제 (H),Group01
642105770,당뇨병용제 (H),Group01
655604990,당뇨병용제 (H),Group01
661700580,당뇨병용제 (H),Group01
664602630,당뇨병용제 (H),Group01
694001330,당뇨병용제 (H),Group01
642104630,당뇨병용제 (H),Group01
655603450,당뇨병용제 (H),Group01
694001260,당뇨병용제 (H),Group01
653800620,호흡기관용약 (G),Group07
657301710,호흡기관용약 (G),Group07
651903650,정신신경용제 (F),Group15
651902300,정신신경용제 (F),Group15
657200860,정신신경용제 (F),Group15
651903630,정신신경용제 (F),Group15
651904340,정신신경용제 (F),Group15
657200850,정신신경용제 (F),Group15
646902360,정신신경용제 (F),Group15
646902060,정신신경용제 (F),Group15
651903670,정신신경용제 (F),Group15
646902370,정신신경용제 (F),Group15
651903660,정신신경용제 (F),Group15
651903640,정신신경용제 (F),Group15
646902070,정신신경용제 (F),Group15
642100610,혈압강하작용의약품 (B),Group05
642401580,지질저하제 (C),Group03
642703630,지질저하제 (C),Group03
648503960,지질저하제 (C),Group03
648603360,지질저하제 (C),Group03
649601190,지질저하제 (C),Group03
649800140,지질저하제 (C),Group03
653000590,지질저하제 (C),Group03
657804490,지질저하제 (C),Group03
652601580,지질저하제 (C),Group03
641606320,지질저하제 (C),Group03
643605090,지질저하제 (C),Group03
644004480,지질저하제 (C),Group03
645605620,지질저하제 (C),Group03
646005170,지질저하제 (C),Group03
648103470,지질저하제 (C),Group03
648203600,지질저하제 (C),Group03
648603590,지질저하제 (C),Group03
649103740,지질저하제 (C),Group03
650303690,지질저하제 (C),Group03
651200040,지질저하제 (C),Group03
653403870,지질저하제 (C),Group03
654005400,지질저하제 (C),Group03
655404280,지질저하제 (C),Group03
657308100,지질저하제 (C),Group03
657807030,지질저하제 (C),Group03
658502260,지질저하제 (C),Group03
663608060,지질저하제 (C),Group03
669907850,지질저하제 (C),Group03
670104810,지질저하제 (C),Group03
642200691,최면진정제 (D),Group02
657800811,최면진정제 (D),Group02
642200701,최면진정제 (D),Group02
649801741,최면진정제 (D),Group02
657800821,최면진정제 (D),Group02
670605401,최면진정제 (D),Group02
642200711,최면진정제 (D),Group02
649801721,최면진정제 (D),Group02
657800801,최면진정제 (D),Group02
642001290,혈압강하작용의약품 (B),Group06
650500441,마약류 아편유사제 (E),Group01
649801294,마약류 아편유사제 (E),Group01
650500451,마약류 아편유사제 (E),Group01
657801481,마약류 아편유사제 (E),Group01
657801450,마약류 아편유사제 (E),Group01
657801460,마약류 아편유사제 (E),Group01
657802960,마약류 아편유사제 (E),Group01
664900410,마약류 아편유사제 (E),Group01
653103641,마약류 아편유사제 (E),Group01
653101951,마약류 아편유사제 (E),Group01
657805711,마약류 아편유사제 (E),Group01
669805901,마약류 아편유사제 (E),Group01
645302943,마약류 아편유사제 (E),Group01
649803891,마약류 아편유사제 (E),Group01
653103651,마약류 아편유사제 (E),Group01
657803031,마약류 아편유사제 (E),Group01
653101941,마약류 아편유사제 (E),Group01
669805891,마약류 아편유사제 (E),Group01
649802161,마약류 아편유사제 (E),Group01
653101681,마약류 아편유사제 (E),Group01
669805931,마약류 아편유사제 (E),Group01
653102591,마약류 아편유사제 (E),Group01
657804871,마약류 아편유사제 (E),Group01
669805961,마약류 아편유사제 (E),Group01
649803881,마약류 아편유사제 (E),Group01
653103101,마약류 아편유사제 (E),Group01
669805951,마약류 아편유사제 (E),Group01
53300040,해열진통소염제 (A),Group01
643200040,해열진통소염제 (A),Group01
645300520,해열진통소염제 (A),Group01
645902450,해열진통소염제 (A),Group01
646002540,해열진통소염제 (A),Group01
647200660,해열진통소염제 (A),Group01
649802600,해열진통소염제 (A),Group01
652101610,해열진통소염제 (A),Group01
670701170,해열진통소염제 (A),Group01
671700010,해열진통소염제 (A),Group01
696600080,해열진통소염제 (A),Group01
697100100,해열진통소염제 (A),Group01
698500350,해열진통소염제 (A),Group01
673400200,혈압강하작용의약품 (B),Group05
649800051,마약류 아편유사제 (E),Group01
657802531,마약류 아편유사제 (E),Group01
643300100,해열진통소염제 (A),Group01
643300110,해열진통소염제 (A),Group01
53500020,해열진통소염제 (A),Group01
621800250,해열진통소염제 (A),Group01
640900140,해열진통소염제 (A),Group01
643301620,해열진통소염제 (A),Group01
644801940,해열진통소염제 (A),Group01
648601840,해열진통소염제 (A),Group01
649400110,해열진통소염제 (A),Group01
649700390,해열진통소염제 (A),Group01
651902320,해열진통소염제 (A),Group01
653800090,해열진통소염제 (A),Group01
654300100,해열진통소염제 (A),Group01
657200430,해열진통소염제 (A),Group01
657500440,해열진통소염제 (A),Group01
661900590,해열진통소염제 (A),Group01
663803380,해열진통소염제 (A),Group01
670301980,해열진통소염제 (A),Group01
642501301,혈압강하작용의약품 (B),Group07
653102531,혈압강하작용의약품 (B),Group07
653102581,혈압강하작용의약품 (B),Group07
670606441,혈압강하작용의약품 (B),Group07
653103331,혈압강하작용의약품 (B),Group07
641801140,혈압강하작용의약품 (B),Group07
620500010,혈압강하작용의약품 (B),Group07
644902540,해열진통소염제 (A),Group01
647200670,해열진통소염제 (A),Group01
647800720,혈압강하작용의약품 (B),Group07
658601120,혈압강하작용의약품 (B),Group07
661900570,혈압강하작용의약품 (B),Group07
647800731,혈압강하작용의약품 (B),Group07
658601131,혈압강하작용의약품 (B),Group07
52700090,소화성궤양용제 (I),Group01
58200310,소화성궤양용제 (I),Group01
622801940,소화성궤양용제 (I),Group01
625201180,소화성궤양용제 (I),Group01
628901240,소화성궤양용제 (I),Group01
629700700,소화성궤양용제 (I),Group01
641601910,소화성궤양용제 (I),Group01
641700190,소화성궤양용제 (I),Group01
643100030,소화성궤양용제 (I),Group01
643701730,소화성궤양용제 (I),Group01
644302360,소화성궤양용제 (I),Group01
645208510,소화성궤양용제 (I),Group01
645900280,소화성궤양용제 (I),Group01
646002070,소화성궤양용제 (I),Group01
646201560,소화성궤양용제 (I),Group01
648101740,소화성궤양용제 (I),Group01
648604510,소화성궤양용제 (I),Group01
649100720,소화성궤양용제 (I),Group01
649400100,소화성궤양용제 (I),Group01
649604370,소화성궤양용제 (I),Group01
650300210,소화성궤양용제 (I),Group01
652901240,소화성궤양용제 (I),Group01
653000220,소화성궤양용제 (I),Group01
653402700,소화성궤양용제 (I),Group01
657302800,소화성궤양용제 (I),Group01
657401170,소화성궤양용제 (I),Group01
658200820,소화성궤양용제 (I),Group01
658600060,소화성궤양용제 (I),Group01
662503760,소화성궤양용제 (I),Group01
663601460,소화성궤양용제 (I),Group01
665503830,소화성궤양용제 (I),Group01
669604870,소화성궤양용제 (I),Group01
669906420,소화성궤양용제 (I),Group01
670103540,소화성궤양용제 (I),Group01
670400760,소화성궤양용제 (I),Group01
670602900,소화성궤양용제 (I),Group01
674401220,소화성궤양용제 (I),Group01
697100940,소화성궤양용제 (I),Group01
698500900,소화성궤양용제 (I),Group01
647302790,소화성궤양용제 (I),Group01
648101730,소화성궤양용제 (I),Group01
653006510,소화성궤양용제 (I),Group01
628900180,소화성궤양용제 (I),Group01
643101950,소화성궤양용제 (I),Group01
648101720,소화성궤양용제 (I),Group01
653000210,소화성궤양용제 (I),Group01
662500540,소화성궤양용제 (I),Group01
663601450,소화성궤양용제 (I),Group01
697100930,소화성궤양용제 (I),Group01
655400770,정신신경용제 (F),Group12
655400780,정신신경용제 (F),Group12
626900640,정신신경용제 (F),Group07
640005830,정신신경용제 (F),Group07
641907870,정신신경용제 (F),Group07
642002520,정신신경용제 (F),Group07
642405060,정신신경용제 (F),Group07
642705690,정신신경용제 (F),Group07
645304970,정신신경용제 (F),Group07
651903280,정신신경용제 (F),Group07
653005550,정신신경용제 (F),Group07
657202160,정신신경용제 (F),Group07
668100690,정신신경용제 (F),Group07
698003780,정신신경용제 (F),Group07
642802390,정신신경용제 (F),Group07
670800190,정신신경용제 (F),Group07
626900650,정신신경용제 (F),Group07
640005880,정신신경용제 (F),Group07
641907900,정신신경용제 (F),Group07
642002510,정신신경용제 (F),Group07
642405070,정신신경용제 (F),Group07
642705720,정신신경용제 (F),Group07
645304960,정신신경용제 (F),Group07
651903220,정신신경용제 (F),Group07
653005560,정신신경용제 (F),Group07
657202210,정신신경용제 (F),Group07
668100710,정신신경용제 (F),Group07
698003800,정신신경용제 (F),Group07
642802420,정신신경용제 (F),Group07
670800180,정신신경용제 (F),Group07
626900630,정신신경용제 (F),Group07
640005870,정신신경용제 (F),Group07
641907890,정신신경용제 (F),Group07
642705710,정신신경용제 (F),Group07
651903290,정신신경용제 (F),Group07
657202200,정신신경용제 (F),Group07
668100720,정신신경용제 (F),Group07
698003790,정신신경용제 (F),Group07
626900690,정신신경용제 (F),Group07
55101150,소화성궤양용제 (I),Group02
621801930,소화성궤양용제 (I),Group02
622801700,소화성궤양용제 (I),Group02
623005780,소화성궤양용제 (I),Group02
628800440,소화성궤양용제 (I),Group02
642303070,소화성궤양용제 (I),Group02
642901440,소화성궤양용제 (I),Group02
643100690,소화성궤양용제 (I),Group02
643500450,소화성궤양용제 (I),Group02
644001370,소화성궤양용제 (I),Group02
644302600,소화성궤양용제 (I),Group02
645202260,소화성궤양용제 (I),Group02
647201250,소화성궤양용제 (I),Group02
648500950,소화성궤양용제 (I),Group02
649102110,소화성궤양용제 (I),Group02
652902740,소화성궤양용제 (I),Group02
654001100,소화성궤양용제 (I),Group02
654302050,소화성궤양용제 (I),Group02
654701830,소화성궤양용제 (I),Group02
656001550,소화성궤양용제 (I),Group02
657302850,소화성궤양용제 (I),Group02
658106380,소화성궤양용제 (I),Group02
658501700,소화성궤양용제 (I),Group02
658601480,소화성궤양용제 (I),Group02
660701020,소화성궤양용제 (I),Group02
661901360,소화성궤양용제 (I),Group02
663601500,소화성궤양용제 (I),Group02
664901230,소화성궤양용제 (I),Group02
669501720,소화성궤양용제 (I),Group02
669700220,소화성궤양용제 (I),Group02
669802000,소화성궤양용제 (I),Group02
669900700,소화성궤양용제 (I),Group02
670103160,소화성궤양용제 (I),Group02
670601680,소화성궤양용제 (I),Group02
689001330,소화성궤양용제 (I),Group02
693902540,소화성궤양용제 (I),Group02
698500340,소화성궤양용제 (I),Group02
643302040,소화성궤양용제 (I),Group02
644701860,소화성궤양용제 (I),Group02
643302060,소화성궤양용제 (I),Group02
644701850,소화성궤양용제 (I),Group02
645601900,정신신경용제 (F),Group01
651300230,정신신경용제 (F),Group01
656001340,정신신경용제 (F),Group01
648200800,정신신경용제 (F),Group01
649401260,정신신경용제 (F),Group01
653701100,정신신경용제 (F),Group01
642401090,호흡기관용약 (G),Group01
657302870,호흡기관용약 (G),Group01
73001020,소화성궤양용제 (I),Group02
621804380,소화성궤양용제 (I),Group02
640903020,소화성궤양용제 (I),Group02
642401560,소화성궤양용제 (I),Group02
642503560,소화성궤양용제 (I),Group02
642706890,소화성궤양용제 (I),Group02
645302090,소화성궤양용제 (I),Group02
648502960,소화성궤양용제 (I),Group02
649102250,소화성궤양용제 (I),Group02
649602450,소화성궤양용제 (I),Group02
652601440,소화성궤양용제 (I),Group02
654005540,소화성궤양용제 (I),Group02
657807000,소화성궤양용제 (I),Group02
665001290,소화성궤양용제 (I),Group02
671702950,소화성궤양용제 (I),Group02
693902600,소화성궤양용제 (I),Group02
696300060,소화성궤양용제 (I),Group02
642503571,소화성궤양용제 (I),Group02
642703571,소화성궤양용제 (I),Group02
642902391,소화성궤양용제 (I),Group02
645302101,소화성궤양용제 (I),Group02
645903151,소화성궤양용제 (I),Group02
649806561,소화성궤양용제 (I),Group02
693200761,소화성궤양용제 (I),Group02
696300011,소화성궤양용제 (I),Group02
73001030,소화성궤양용제 (I),Group02
621804370,소화성궤양용제 (I),Group02
640902780,소화성궤양용제 (I),Group02
642401550,소화성궤양용제 (I),Group02
642505330,소화성궤양용제 (I),Group02
642703560,소화성궤양용제 (I),Group02
645302080,소화성궤양용제 (I),Group02
648506700,소화성궤양용제 (I),Group02
649102700,소화성궤양용제 (I),Group02
649602460,소화성궤양용제 (I),Group02
649803310,소화성궤양용제 (I),Group02
652601430,소화성궤양용제 (I),Group02
654005550,소화성궤양용제 (I),Group02
657202190,소화성궤양용제 (I),Group02
657807010,소화성궤양용제 (I),Group02
665001280,소화성궤양용제 (I),Group02
671705120,소화성궤양용제 (I),Group02
693902610,소화성궤양용제 (I),Group02
696300050,소화성궤양용제 (I),Group02
643303820,정신신경용제 (F),Group13
645306220,정신신경용제 (F),Group13
651905180,정신신경용제 (F),Group13
652101630,정신신경용제 (F),Group13
653005900,정신신경용제 (F),Group13
642001180,정신신경용제 (F),Group13
643303830,정신신경용제 (F),Group13
645207400,정신신경용제 (F),Group13
645306230,정신신경용제 (F),Group13
651902230,정신신경용제 (F),Group13
652101640,정신신경용제 (F),Group13
653003600,정신신경용제 (F),Group13
657203240,정신신경용제 (F),Group13
668100250,정신신경용제 (F),Group13
640004900,정신신경용제 (F),Group13
642001170,정신신경용제 (F),Group13
642404200,정신신경용제 (F),Group13
645306580,정신신경용제 (F),Group13
650001330,정신신경용제 (F),Group13
651902890,정신신경용제 (F),Group13
652104360,정신신경용제 (F),Group13
640004890,정신신경용제 (F),Group13
645306590,정신신경용제 (F),Group13
651903380,정신신경용제 (F),Group13
652104130,정신신경용제 (F),Group13
642004190,호흡기관용약 (G),Group06
642004441,호흡기관용약 (G),Group06
645301221,최면진정제 (D),Group01
642901130,혈압강하작용의약품 (B),Group09
676300060,혈압강하작용의약품 (B),Group09
676300070,혈압강하작용의약품 (B),Group09
651900920,정신신경용제 (F),Group04
650500481,마약류 아편유사제 (E),Group01
657802741,마약류 아편유사제 (E),Group01
649801381,마약류 아편유사제 (E),Group01
650500491,마약류 아편유사제 (E),Group01
653100771,마약류 아편유사제 (E),Group01
657802751,마약류 아편유사제 (E),Group01
671800771,마약류 아편유사제 (E),Group01
657802870,최면진정제 (D),Group01
650500841,최면진정제 (D),Group01
649700860,해열진통소염제 (A),Group01
698000340,해열진통소염제 (A),Group01
649700870,해열진통소염제 (A),Group01
698000110,해열진통소염제 (A),Group01
645102841,해열진통소염제 (A),Group01
645600471,해열진통소염제 (A),Group01
645901271,해열진통소염제 (A),Group01
648201601,해열진통소염제 (A),Group01
648500531,해열진통소염제 (A),Group01
654000491,해열진통소염제 (A),Group01
660701401,해열진통소염제 (A),Group01
663600361,해열진통소염제 (A),Group01
665503221,해열진통소염제 (A),Group01
670603871,해열진통소염제 (A),Group01
642300591,해열진통소염제 (A),Group01
658602631,해열진통소염제 (A),Group01
670301540,해열진통소염제 (A),Group01
642502900,호흡기관용약 (G),Group03
663602460,호흡기관용약 (G),Group03
645702440,호흡기관용약 (G),Group03
644702330,호흡기관용약 (G),Group03
642102710,호흡기관용약 (G),Group03
645702430,호흡기관용약 (G),Group03
645702410,호흡기관용약 (G),Group03
645702420,호흡기관용약 (G),Group03
645702760,호흡기관용약 (G),Group03
645702222,호흡기관용약 (G),Group03
645702224,호흡기관용약 (G),Group03
645702226,호흡기관용약 (G),Group03
645702221,호흡기관용약 (G),Group03
640001680,지질저하제 (C),Group01
642401670,지질저하제 (C),Group01
640003820,지질저하제 (C),Group01
642401700,지질저하제 (C),Group01
640003800,지질저하제 (C),Group01
642401680,지질저하제 (C),Group01
640003810,지질저하제 (C),Group01
642401690,지질저하제 (C),Group01
649900050,호흡기관용약 (G),Group05
649900040,호흡기관용약 (G),Group05
52700390,정신신경용제 (F),Group01
642403550,정신신경용제 (F),Group01
653005110,정신신경용제 (F),Group01
670701220,정신신경용제 (F),Group01
655602820,해열진통소염제 (A),Group01
642400161,해열진통소염제 (A),Group02
648506591,해열진통소염제 (A),Group02
645902470,혈압강하작용의약품 (B),Group05
645902480,혈압강하작용의약품 (B),Group05
655601800,혈압강하작용의약품 (B),Group05
643900710,호흡기관용약 (G),Group02
645700960,호흡기관용약 (G),Group02
653801310,호흡기관용약 (G),Group02
670301460,호흡기관용약 (G),Group02
52400200,소화성궤양용제 (I),Group02
52700260,소화성궤양용제 (I),Group02
53300210,소화성궤양용제 (I),Group02
53600050,소화성궤양용제 (I),Group02
54800760,소화성궤양용제 (I),Group02
55100420,소화성궤양용제 (I),Group02
57600230,소화성궤양용제 (I),Group02
57700210,소화성궤양용제 (I),Group02
58200300,소화성궤양용제 (I),Group02
58800380,소화성궤양용제 (I),Group02
59000500,소화성궤양용제 (I),Group02
59600070,소화성궤양용제 (I),Group02
60500560,소화성궤양용제 (I),Group02
73001480,소화성궤양용제 (I),Group02
621803310,소화성궤양용제 (I),Group02
622804170,소화성궤양용제 (I),Group02
625200820,소화성궤양용제 (I),Group02
628800480,소화성궤양용제 (I),Group02
628900390,소화성궤양용제 (I),Group02
629700970,소화성궤양용제 (I),Group02
640001580,소화성궤양용제 (I),Group02
640903650,소화성궤양용제 (I),Group02
641502880,소화성궤양용제 (I),Group02
641906200,소화성궤양용제 (I),Group02
642307430,소화성궤양용제 (I),Group02
