제품코드,임부금기_금기등급,임부금기_상세정보
652901470,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
653802260,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
654000220,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
654302780,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
654700150,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
655600430,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
656000950,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
657303700,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
657801890,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
658106630,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
658501910,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
658601170,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
660700320,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
661901600,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
662501590,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
663600390,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
665500270,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
669501660,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
669700210,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670100290,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670301440,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670400750,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670600620,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
671706460,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
671801400,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
671900680,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
674401090,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
678600610,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
679601170,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
679800280,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
684501850,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
689000580,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
693201060,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
693901040,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
694001160,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
698000720,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
698500370,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
73100250,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
625200440,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
628902300,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
640004910,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
641702880,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
641901160,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
642100310,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
642503350,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
642900320,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
643304570,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
643501980,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
644000950,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
644703420,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
645304020,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
646002770,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
647301420,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
648506680,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
649104480,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
649405190,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
653802270,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
656004640,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
656204790,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
657307640,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
662502060,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
665507780,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
669501670,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670104690,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
670606660,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
684501860,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
693901930,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
694001170,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고.임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
644704880,2,"임신 제 2~3기에 ACE 저해제 투여시 태아와 신생아의 저혈압, 고칼륨혈증, 신생아 두개골발육부전, 무뇨증, 신부전, 자궁내 성장지체, 양수과소증(사지구축, 두개안면기형, 폐발육부전과 관련) 및 사망 등 보고. 임신 1기에 투여시 출생결함의 잠재적 위험과 관련됨."
656700710,1,태아 발육에 필수적인 콜레스테롤의 생합성 감소 가능성.
660700360,1,태아 발육에 필수적인 콜레스테롤의 생합성 감소 가능성.
669901090,1,태아 발육에 필수적인 콜레스테롤의 생합성 감소 가능성.
52401660,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
52700650,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
53300610,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
53500050,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
53600160,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
54800850,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
55102250,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
57000120,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
57600660,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
57700380,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
58200160,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
58800170,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
59000130,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
59600230,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
60500410,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
621802050,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
622801610,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
623005810,2,"임부에 대한 안전성 미확립. 임신 말기에 투여시 태아의 동맥관조기폐쇄 가능성. 태아의 신기능 장애, 소변량 감소 및 이와 동반되는 양수과소증 보고. 동물실험에서 난산발생빈도 증가, 분만지연, 태아 생존율 감소 보고."
